Timestamp,Generated Query
2026-06-11 06:47:21,PtFeCoNiMn ORR half wave potential fuel cell
2026-06-11 06:47:21,high entropy nanoparticle electrochemically active surface area ORR fuel cell
2026-06-11 06:47:21,high entropy nanomaterial ORR half-wave potential fuel cell
2026-06-11 06:47:21,Pt Ir Ru Rh Pd high entropy alloy MOR fuel cell
2026-06-11 06:47:21,high-entropy alloy ORR MEA performance
2026-06-11 06:47:21,PtPdNiCoFe ethanol oxidation reaction fuel cell
2026-06-11 06:47:21,multi principal element alloy electrochemically active surface area ethanol oxidation reaction fuel cell
2026-06-11 06:47:47,multicomponent alloy fuel cell electrochemically active surface area
2026-06-11 06:47:47,compositionally complex alloy graphene supported fuel cell
2026-06-11 06:47:47,high entropy alloy platinum based HOR fuel cell
2026-06-11 06:47:47,multi-principal element alloy acidic fuel cell alkaline oxygen reduction
2026-06-11 06:47:47,medium entropy alloy CNT supported hydrogen oxidation reaction fuel cell
2026-06-11 06:47:47,high entropy intermetallic nanoparticle ORR fuel cell
2026-06-11 06:47:47,multicomponent alloy MEA HOR
2026-06-11 06:47:47,Pd based high entropy intermetallic hydrogen oxidation reaction fuel cell
2026-06-11 06:57:02,MPEA proton exchange membrane fuel cell ADT
2026-06-11 06:57:02,high entropy alloys polymer electrolyte membrane fuel cell stability
2026-06-11 06:57:02,high entropy alloy MEA methanol oxidation reaction
2026-06-11 06:57:02,PtPdAuAgCu carbon supported acidic oxygen reduction fuel cell
2026-06-11 06:57:02,PtCoNiCuFe ORR half-wave potential fuel cell
2026-06-11 06:57:02,high entropy electrocatalyst Pt based ORR fuel cell
2026-06-11 06:57:02,medium-entropy alloy platinum based EOR fuel cell
2026-06-11 06:57:02,Pd based medium entropy alloy hydrogen oxidation reaction fuel cell
2026-06-11 06:57:26,PtPdAuAgCu fuel cell electrochemically active surface area
2026-06-11 06:57:26,Pt Pd Ru Rh Ir carbon supported acidic ORR fuel cell
2026-06-11 06:57:26,multicomponent alloy MEA
2026-06-11 06:57:26,high entropy alloy half wave potential acidic oxygen reduction fuel cell
2026-06-11 06:57:26,high entropy electrocatalyst single phase ORR fuel cell
2026-06-11 06:57:26,high entropy nanoparticle MEA MEA performance
2026-06-11 06:57:26,high entropy nanoparticle graphene supported methanol oxidation reaction fuel cell
2026-06-11 06:57:26,PtCoNiCuFe fuel cell half wave potential
2026-06-11 07:03:37,multi-principal element alloy proton exchange membrane fuel cell half-wave potential
2026-06-11 07:03:37,medium entropy alloy stability acidic ORR fuel cell
2026-06-11 07:03:37,Ir based multimetallic alloy ORR fuel cell
2026-06-11 07:03:37,high-entropy nanoparticle ORR catalyst fuel cell
2026-06-11 07:03:37,PtCoNiCuFe EOR electrocatalyst fuel cell
2026-06-11 07:03:37,high entropy alloy proton exchange membrane fuel cell durability
2026-06-11 07:03:37,high entropy electrocatalyst XC-72 supported MOR fuel cell
2026-06-11 07:03:37,multi-principal element alloy fuel cell electrocatalyst stability
2026-06-11 07:05:24,PtPdNiCoFe HOR fuel cell
2026-06-11 07:05:24,Ir Co multi principal element alloy acidic ORR fuel cell
2026-06-11 07:05:24,medium entropy alloy Pt based MOR fuel cell
2026-06-11 07:05:24,multicomponent alloy proton exchange membrane fuel cell mass activity
2026-06-11 07:05:24,Pt Cr high entropy alloys MOR fuel cell
2026-06-11 07:05:24,Pd based multicomponent alloy fuel cell
2026-06-11 07:05:24,PtNiCoFeCu ORR mass activity fuel cell
2026-06-11 07:05:24,high entropy alloys PEMFC catalyst
2026-06-11 07:06:12,Ru Cr high entropy alloy acidic ORR fuel cell
2026-06-11 07:06:12,Ir Mo multimetallic alloy oxygen reduction fuel cell
2026-06-11 07:06:12,Pt Pd Co Ni Cu ORR stability fuel cell
2026-06-11 07:06:12,high entropy alloys MOR fuel cell
2026-06-11 07:06:12,high-entropy alloy nanoparticles acidic ORR fuel cell
2026-06-11 07:06:12,compositionally complex alloy polymer electrolyte membrane fuel cell half-wave potential
2026-06-11 07:06:12,high-entropy nanoparticle intermetallic acidic oxygen reduction fuel cell
2026-06-11 07:06:12,PtNiCoFeCu acidic ORR fuel cell
2026-06-11 07:06:36,high entropy intermetallic accelerated durability test acidic oxygen reduction fuel cell
2026-06-11 07:06:36,MPEA carbon nanotube supported EOR fuel cell
2026-06-11 07:06:36,Pt-Pd-Ru-Rh-Ir high entropy alloy EOR fuel cell
2026-06-11 07:06:36,MPEA membrane electrode assembly hydrogen oxidation reaction
2026-06-11 07:06:36,PtNiCoFeCu ORR stability fuel cell
2026-06-11 07:06:36,PtNiCoFeCu carbon supported alkaline ORR fuel cell
2026-06-11 07:06:36,Rh Cu high entropy alloy alkaline ORR fuel cell
2026-06-11 07:06:36,Pt-Ni-Co-Fe-Cu durability electrocatalyst fuel cell
2026-06-11 07:07:27,high entropy intermetallic fuel cell ADT
2026-06-11 07:07:27,multicomponent alloy fuel cell electrocatalyst MOR
2026-06-11 07:07:27,high entropy nanomaterial polymer electrolyte membrane fuel cell alkaline ORR
2026-06-11 07:07:27,Ru Co high entropy intermetallic acidic oxygen reduction fuel cell
2026-06-11 07:07:27,multi-principal element alloy accelerated stress test EOR fuel cell
2026-06-11 07:07:27,high entropy intermetallic platinum based oxygen reduction reaction fuel cell
2026-06-11 07:07:27,high entropy electrocatalyst CNT supported HOR fuel cell
2026-06-11 07:07:27,medium-entropy alloy accelerated durability test ethanol oxidation reaction fuel cell
2026-06-11 07:11:10,high entropy nanoparticle acidic ORR fuel cell
2026-06-11 07:11:10,PtFeCoNiMn specific activity electrocatalyst fuel cell
2026-06-11 07:11:10,Pt-Pd-Ru-Rh-Ir carbon supported ORR fuel cell
2026-06-11 07:11:10,medium-entropy alloy nanocrystal hydrogen oxidation reaction fuel cell
2026-06-11 07:11:10,multi principal element alloy carbon nanotube supported alkaline ORR fuel cell
2026-06-11 07:11:10,Pt Ir Ru Rh Pd fuel cell MEA performance
2026-06-11 07:11:10,compositionally complex alloy acidic fuel cell catalyst
2026-06-11 07:11:10,Pt Co Ni Cu Fe high entropy alloy HOR fuel cell
2026-06-11 07:14:47,multimetallic alloy ethanol oxidation reaction catalyst fuel cell
2026-06-11 07:14:47,Rh based multimetallic alloy fuel cell
2026-06-11 07:14:47,high entropy electrocatalyst MEA accelerated stress test
2026-06-11 07:14:47,IrRuRhPtPd alkaline ORR electrocatalyst fuel cell
2026-06-11 07:14:47,compositionally complex alloy alloy catalyst ORR fuel cell
2026-06-11 07:14:47,multimetallic alloy graphene supported ORR fuel cell
2026-06-11 07:14:47,high entropy electrocatalyst Vulcan supported ORR fuel cell
2026-06-11 07:14:47,Rh Mn high entropy alloy ORR fuel cell
2026-06-11 07:18:10,high entropy intermetallic fuel cell ECSA
2026-06-11 07:18:10,Pt-Pd-Ru-Rh-Ir ethanol oxidation reaction electrocatalyst fuel cell
2026-06-11 07:18:10,high entropy electrocatalyst alkaline ORR electrocatalyst fuel cell
2026-06-11 07:18:10,Pd Cu compositionally complex alloy acidic oxygen reduction fuel cell
2026-06-11 07:18:10,multi principal element alloy XC-72 supported acidic ORR fuel cell
2026-06-11 07:18:10,high-entropy alloy ORR fuel cell performance
2026-06-11 07:18:10,multicomponent alloy PEMFC accelerated stress test
2026-06-11 07:18:10,multi principal element alloy accelerated stress test MOR fuel cell
2026-06-11 07:21:09,high entropy nanomaterial methanol oxidation reaction catalyst fuel cell
2026-06-11 07:21:09,medium entropy alloy proton exchange membrane fuel cell
2026-06-11 07:21:09,Ir Fe medium-entropy alloy methanol oxidation reaction fuel cell
2026-06-11 07:21:09,multimetallic alloy single phase ethanol oxidation reaction fuel cell
2026-06-11 07:21:09,MPEA ethanol oxidation reaction electrocatalyst fuel cell
2026-06-11 07:21:09,high entropy electrocatalyst ECSA HOR fuel cell
2026-06-11 07:21:09,PtPdRuNiCo high entropy alloy HOR fuel cell
2026-06-11 07:21:09,Pd Pt Ni Co Cu accelerated durability test electrocatalyst fuel cell
2026-06-11 07:22:20,MPEA specific activity acidic ORR fuel cell
2026-06-11 07:22:20,Pt-Pd-Ru-Rh-Ir high entropy alloy alkaline ORR fuel cell
2026-06-11 07:22:20,PtNiCoFeCu high entropy alloy alkaline ORR fuel cell
2026-06-11 07:22:20,high entropy alloys proton exchange membrane fuel cell catalyst
2026-06-11 07:22:20,Ir Ru Rh Pt Pd hydrogen oxidation reaction electrocatalyst fuel cell
2026-06-11 07:22:20,high entropy nanoparticle XC-72 supported fuel cell
2026-06-11 07:22:20,Pt-Ni-Co-Fe-Cu HOR fuel cell
2026-06-11 07:22:20,high entropy alloys proton exchange membrane fuel cell ORR
2026-06-11 07:24:37,PtFeCoNiMn EOR fuel cell
2026-06-11 07:24:37,Pt Pd Ni Co Fe power density electrocatalyst fuel cell
2026-06-11 07:24:37,Pt high-entropy alloy mass activity fuel cell
2026-06-11 07:24:37,Pt Pd Ni Co Fe ORR ECSA fuel cell
2026-06-11 07:24:37,high entropy nanomaterial acidic oxygen reduction catalyst fuel cell
2026-06-11 07:24:37,compositionally complex alloy acidic fuel cell stability
2026-06-11 07:24:37,multimetallic alloy carbon supported acidic ORR fuel cell
2026-06-11 07:24:37,Ru Ni multimetallic alloy oxygen reduction fuel cell
2026-06-11 07:25:06,Pd Mn medium-entropy alloy hydrogen oxidation reaction fuel cell
2026-06-11 07:25:06,Pt Pd Ni Co Fe fuel cell ECSA
2026-06-11 07:25:06,PtRuFeCoNi fuel cell fuel cell performance
2026-06-11 07:25:06,Rh Cu compositionally complex alloy oxygen reduction reaction fuel cell
2026-06-11 07:25:06,Pd W medium-entropy alloy ethanol oxidation reaction fuel cell
2026-06-11 07:25:06,Pd Fe multimetallic alloy oxygen reduction fuel cell
2026-06-11 07:25:06,Pt Pd Ru Rh Ir ORR accelerated durability test fuel cell
2026-06-11 07:25:06,PtCoNiCuFe HOR fuel cell
2026-06-11 07:26:07,Ir Cu medium entropy alloy EOR fuel cell
2026-06-11 07:26:07,compositionally complex alloy fuel cell fuel cell performance
2026-06-11 07:26:07,Pt Ru Fe Co Ni acidic oxygen reduction fuel cell
2026-06-11 07:26:07,PtPdRuRhIr high entropy alloy methanol oxidation reaction fuel cell
2026-06-11 07:26:07,high entropy alloy proton exchange membrane fuel cell HOR
2026-06-11 07:26:07,Pd Pt Ni Co Cu ORR half-wave potential fuel cell
2026-06-11 07:26:07,high entropy alloys PEMFC
2026-06-11 07:26:07,Pd multimetallic alloy mass activity fuel cell
2026-06-11 07:28:23,high entropy intermetallic carbon supported acidic ORR fuel cell
2026-06-11 07:28:23,PtFeCoNiMn ORR half-wave potential fuel cell
2026-06-11 07:28:23,Pd Pt Ni Co Cu carbon supported HOR fuel cell
2026-06-11 07:28:23,high entropy alloy platinum based acidic oxygen reduction fuel cell
2026-06-11 07:28:23,PtPdCoNiCu high entropy alloy methanol oxidation reaction fuel cell
2026-06-11 07:28:23,PtPdAuAgCu fuel cell half-wave potential
2026-06-11 07:28:23,high entropy electrocatalyst stability oxygen reduction reaction fuel cell
2026-06-11 07:28:23,multimetallic alloy graphene supported alkaline ORR fuel cell
2026-06-11 07:28:27,Pt Pd Ru Ni Co alkaline oxygen reduction electrocatalyst fuel cell
2026-06-11 07:28:27,multimetallic alloy nanoparticle alkaline oxygen reduction fuel cell
2026-06-11 07:28:27,PtCoNiCuFe ethanol oxidation reaction electrocatalyst fuel cell
2026-06-11 07:28:27,Pt Pd Ru Ni Co ORR accelerated durability test fuel cell
2026-06-11 07:28:27,high entropy electrocatalyst hydrogen oxidation reaction fuel cell
2026-06-11 07:28:27,Pt Co Ni Cu Fe high entropy alloy acidic oxygen reduction fuel cell
2026-06-11 07:28:27,high entropy alloy alkaline ORR fuel cell
2026-06-11 07:28:27,medium-entropy alloy proton exchange membrane fuel cell catalyst
2026-06-11 07:28:30,Pd based multi principal element alloy hydrogen oxidation reaction fuel cell
2026-06-11 07:28:30,high entropy alloy ORR half-wave potential fuel cell
2026-06-11 07:28:30,Pt Pd Au Ag Cu high entropy alloy hydrogen oxidation reaction fuel cell
2026-06-11 07:28:30,medium-entropy alloy carbon supported oxygen reduction reaction fuel cell
2026-06-11 07:28:30,Ir Ru Rh Pt Pd fuel cell ECSA
2026-06-11 07:28:30,PtPdAuAgCu high entropy alloy methanol oxidation reaction fuel cell
2026-06-11 07:28:30,high entropy electrocatalyst Vulcan supported EOR fuel cell
2026-06-11 07:28:30,high entropy nanoparticle fuel cell ADT
2026-06-11 07:28:33,high entropy electrocatalyst ECSA ORR fuel cell
2026-06-11 07:28:33,medium entropy alloy acidic fuel cell accelerated stress test
2026-06-11 07:28:33,high-entropy nanoparticle ethanol oxidation reaction electrocatalyst fuel cell
2026-06-11 07:28:33,Ir Ru Rh Pt Pd ORR specific activity fuel cell
2026-06-11 07:28:33,Pt Ir Ru Rh Pd HOR fuel cell
2026-06-11 07:28:33,high entropy intermetallic Pt based acidic oxygen reduction fuel cell
2026-06-11 07:28:33,high entropy electrocatalyst alloy catalyst ORR fuel cell
2026-06-11 07:28:33,high entropy electrocatalyst carbon nanotube supported alkaline oxygen reduction fuel cell
2026-06-11 07:28:36,PtNiCoFeCu ORR durability fuel cell
2026-06-11 07:28:36,Ir Fe medium-entropy alloy HOR fuel cell
2026-06-11 07:28:36,multimetallic alloy oxygen reduction reaction electrocatalyst fuel cell
2026-06-11 07:28:36,high-entropy nanoparticle oxygen reduction reaction fuel cell
2026-06-11 07:28:36,Pt-Pd-Ru-Rh-Ir fuel cell electrochemically active surface area
2026-06-11 07:28:36,high entropy nanoparticle XC-72 supported EOR fuel cell
2026-06-11 07:28:36,Ir Ru Rh Pt Pd methanol oxidation reaction electrocatalyst fuel cell
2026-06-11 07:28:36,high entropy alloy fuel cell performance alkaline oxygen reduction
2026-06-11 07:28:39,PtIrRuRhPd ORR stability fuel cell
2026-06-11 07:28:39,high entropy alloys acidic oxygen reduction catalyst fuel cell
2026-06-11 07:28:39,high entropy alloy oxygen reduction reaction electrocatalyst fuel cell
2026-06-11 07:28:39,PtPdRuRhIr specific activity electrocatalyst fuel cell
2026-06-11 07:28:39,Pt Pd Au Ag Cu hydrogen oxidation reaction electrocatalyst fuel cell
2026-06-11 07:28:39,compositionally complex alloy nanosheet ORR fuel cell
2026-06-11 07:28:39,multimetallic alloy nanocrystal acidic ORR fuel cell
2026-06-11 07:28:39,compositionally complex alloy carbon nanotube supported fuel cell
2026-06-11 07:28:42,compositionally complex alloy nanoparticle fuel cell
2026-06-11 07:28:42,high entropy nanoparticle acidic fuel cell durability
2026-06-11 07:28:42,Pd Pt Ni Co Cu half wave potential electrocatalyst fuel cell
2026-06-11 07:28:42,Pt Pd Ru Ni Co ORR mass activity fuel cell
2026-06-11 07:28:42,high entropy nanomaterial fuel cell power density
2026-06-11 07:28:42,multimetallic alloy power density ORR fuel cell
2026-06-11 07:28:42,high-entropy alloy mass activity alkaline oxygen reduction fuel cell
2026-06-11 07:28:42,multimetallic alloy nanoparticle acidic oxygen reduction fuel cell
2026-06-11 07:28:45,multicomponent alloy XC-72 supported ORR fuel cell
2026-06-11 07:28:45,high entropy alloy alloy catalyst ORR fuel cell
2026-06-11 07:28:45,high entropy alloy nanoparticles fuel cell
2026-06-11 07:28:45,Ir based medium entropy alloy MOR fuel cell
2026-06-11 07:28:45,multi-principal element alloy platinum based EOR fuel cell
2026-06-11 07:28:45,multimetallic alloy fuel cell electrocatalyst alkaline ORR
2026-06-11 07:28:45,Ir Ni multi principal element alloy HOR fuel cell
2026-06-11 07:28:45,Ir Ru Rh Pt Pd MOR electrocatalyst fuel cell
2026-06-11 07:28:48,Pt Co Ni Cu Fe carbon supported ORR fuel cell
2026-06-11 07:28:48,PtRuFeCoNi fuel cell durability
2026-06-11 07:28:48,Rh based multimetallic alloy HOR fuel cell
2026-06-11 07:28:48,medium entropy alloy fuel cell specific activity
2026-06-11 07:28:48,Pd Pt Ni Co Cu ORR electrocatalyst fuel cell
2026-06-11 07:28:48,multimetallic alloy nanocrystal alkaline oxygen reduction fuel cell
2026-06-11 07:28:48,PtPdRuNiCo high entropy alloy ethanol oxidation reaction fuel cell
2026-06-11 07:28:48,high entropy nanoparticle fuel cell electrocatalyst
2026-06-11 07:28:51,compositionally complex alloy polymer electrolyte membrane fuel cell mass activity
2026-06-11 07:28:51,multi-principal element alloy membrane electrode assembly hydrogen oxidation reaction
2026-06-11 07:28:51,high-entropy nanoparticle fuel cell catalyst oxygen reduction reaction
2026-06-11 07:28:51,Pt-Pd-Ru-Rh-Ir fuel cell specific activity
2026-06-11 07:28:51,multicomponent alloy PEMFC
2026-06-11 07:28:51,Pt-Ni-Co-Fe-Cu fuel cell accelerated stress test
2026-06-11 07:28:51,PtPdNiCoFe ORR electrocatalyst fuel cell
2026-06-11 07:28:51,high-entropy alloy nanoparticle ORR fuel cell
2026-06-11 07:28:55,high entropy nanoparticle nanoparticle fuel cell
2026-06-11 07:28:55,Pt Ni Co Fe Cu carbon supported alkaline ORR fuel cell
2026-06-11 07:28:55,high entropy alloy carbon nanotube supported EOR fuel cell
2026-06-11 07:28:55,Pt Pd Ru Rh Ir ORR fuel cell
2026-06-11 07:28:55,high entropy nanomaterial single phase hydrogen oxidation reaction fuel cell
2026-06-11 07:28:55,high entropy alloy acidic fuel cell acidic oxygen reduction
2026-06-11 07:28:55,Rh Sn high entropy alloy ORR fuel cell
2026-06-11 07:28:55,high entropy nanoparticle proton exchange membrane fuel cell catalyst
2026-06-11 07:28:58,high-entropy alloy hydrogen oxidation reaction fuel cell
2026-06-11 07:28:58,Pt Co Ni Cu Fe high entropy alloy hydrogen oxidation reaction fuel cell
2026-06-11 07:28:58,medium-entropy alloy fuel cell catalyst catalyst
2026-06-11 07:28:58,high-entropy alloy nanosheet MOR fuel cell
2026-06-11 07:28:58,PdRuRhIrPt fuel cell accelerated durability test
2026-06-11 07:28:58,high-entropy alloy ORR electrochemically active surface area fuel cell
2026-06-11 07:28:58,high-entropy alloy polymer electrolyte membrane fuel cell electrochemically active surface area
2026-06-11 07:28:58,multicomponent alloy fuel cell electrocatalyst
2026-06-11 07:29:00,multi-principal element alloy nanocrystal MOR fuel cell
2026-06-11 07:29:00,high entropy alloys XC-72 supported EOR fuel cell
2026-06-11 07:29:00,PtPdRuRhIr ORR half wave potential fuel cell
2026-06-11 07:29:00,multimetallic alloy carbon supported alkaline oxygen reduction fuel cell
2026-06-11 07:29:00,Pd Ru Rh Ir Pt high entropy alloy acidic ORR fuel cell
2026-06-11 07:29:00,medium entropy alloy PEMFC stability
2026-06-11 07:29:00,medium entropy alloy Vulcan supported hydrogen oxidation reaction fuel cell
2026-06-11 07:29:00,multicomponent alloy MEA stability
2026-06-11 07:29:02,PtPdRuNiCo EOR fuel cell
2026-06-11 07:29:02,high entropy electrocatalyst single phase fuel cell
2026-06-11 07:29:02,multicomponent alloy nanoparticle alkaline oxygen reduction fuel cell
2026-06-11 07:29:02,Pt Co Ni Cu Fe fuel cell mass activity
2026-06-11 07:29:02,medium-entropy alloy ADT acidic ORR fuel cell
2026-06-11 07:29:02,Pt Pd Ni Co Fe fuel cell half-wave potential
2026-06-11 07:29:02,Ru Mn multimetallic alloy oxygen reduction fuel cell
2026-06-11 07:29:02,compositionally complex alloy Pt based ethanol oxidation reaction fuel cell
2026-06-11 07:29:04,high entropy electrocatalyst ORR power density fuel cell
2026-06-11 07:29:04,PdRuRhIrPt high entropy alloy ORR fuel cell
2026-06-11 07:29:04,high entropy intermetallic Vulcan supported hydrogen oxidation reaction fuel cell
2026-06-11 07:29:04,Ir Ru Rh Pt Pd alkaline ORR electrocatalyst fuel cell
2026-06-11 07:29:04,medium-entropy alloy PEMFC acidic oxygen reduction
2026-06-11 07:29:04,compositionally complex alloy alloy catalyst fuel cell
2026-06-11 07:29:04,Pt Pd Ni Co Fe acidic ORR fuel cell
2026-06-11 07:29:04,medium entropy alloy carbon supported hydrogen oxidation reaction fuel cell
2026-06-11 07:29:06,Ir Ru Rh Pt Pd HOR electrocatalyst fuel cell
2026-06-11 07:29:06,Ru Fe high-entropy alloy acidic ORR fuel cell
2026-06-11 07:29:06,Pt-Ni-Co-Fe-Cu hydrogen oxidation reaction electrocatalyst fuel cell
2026-06-11 07:29:06,high entropy alloys membrane electrode assembly alkaline ORR
2026-06-11 07:29:06,Ir Mo high entropy alloys MOR fuel cell
2026-06-11 07:29:06,medium-entropy alloy fuel cell catalyst stability
2026-06-11 07:29:06,multi principal element alloy ORR durability fuel cell
2026-06-11 07:29:06,MPEA ORR accelerated stress test fuel cell
2026-06-11 07:29:09,Pt Pd Au Ag Cu ORR fuel cell
2026-06-11 07:29:09,high entropy nanomaterial graphene supported fuel cell
2026-06-11 07:29:09,Pd based compositionally complex alloy ORR fuel cell
2026-06-11 07:29:09,MPEA fuel cell stability
2026-06-11 07:29:09,high entropy nanomaterial acidic fuel cell MOR
2026-06-11 07:29:09,medium entropy alloy nanocrystal alkaline ORR fuel cell
2026-06-11 07:29:09,high entropy nanomaterial MEA
2026-06-11 07:29:09,multicomponent alloy carbon nanotube supported ORR fuel cell
2026-06-11 07:29:11,Pt Ir Ru Rh Pd high entropy alloy alkaline oxygen reduction fuel cell
2026-06-11 07:29:11,high-entropy alloy polymer electrolyte membrane fuel cell alkaline ORR
2026-06-11 07:29:11,Pt-Pd-Ni-Co-Fe carbon supported ORR fuel cell
2026-06-11 07:29:11,high entropy nanoparticle ORR ADT fuel cell
2026-06-11 07:29:11,high entropy intermetallic acidic fuel cell hydrogen oxidation reaction
2026-06-11 07:29:11,Pt Fe Co Ni Mn ORR electrocatalyst fuel cell
2026-06-11 07:29:11,Pt-Pd-Ru-Rh-Ir high entropy alloy ethanol oxidation reaction fuel cell
2026-06-11 07:29:11,high entropy nanoparticle stability EOR fuel cell
2026-06-11 07:29:13,Rh based MPEA HOR fuel cell
2026-06-11 07:29:13,high entropy nanomaterial fuel cell electrocatalyst mass activity
2026-06-11 07:29:13,Pt-Ni-Co-Fe-Cu high entropy alloy alkaline oxygen reduction fuel cell
2026-06-11 07:29:13,medium entropy alloy carbon supported EOR fuel cell
2026-06-11 07:29:13,medium entropy alloy Vulcan supported alkaline oxygen reduction fuel cell
2026-06-11 07:29:13,Pt Cu multimetallic alloy methanol oxidation reaction fuel cell
2026-06-11 07:29:13,Ir Cr medium-entropy alloy methanol oxidation reaction fuel cell
2026-06-11 07:29:13,high entropy alloys acidic ORR electrocatalyst fuel cell
2026-06-11 07:29:15,Pt Pd Au Ag Cu alkaline ORR fuel cell
2026-06-11 07:29:15,high entropy nanoparticle fuel cell electrocatalyst ADT
2026-06-11 07:29:15,Ir based compositionally complex alloy fuel cell
2026-06-11 07:29:15,PtIrRuRhPd alkaline oxygen reduction electrocatalyst fuel cell
2026-06-11 07:29:15,multi principal element alloy graphene supported hydrogen oxidation reaction fuel cell
2026-06-11 07:29:15,multi-principal element alloy Pt based ethanol oxidation reaction fuel cell
2026-06-11 07:29:15,PtPdNiCoFe alkaline oxygen reduction fuel cell
2026-06-11 07:29:15,high entropy electrocatalyst fuel cell half-wave potential
2026-06-11 07:29:17,high-entropy alloy polymer electrolyte membrane fuel cell MEA performance
2026-06-11 07:29:17,high entropy intermetallic ORR stability fuel cell
2026-06-11 07:29:17,Ir Cr multimetallic alloy hydrogen oxidation reaction fuel cell
2026-06-11 07:29:17,multicomponent alloy Pt based MOR fuel cell
2026-06-11 07:29:17,Rh based medium-entropy alloy acidic ORR fuel cell
2026-06-11 07:29:17,high entropy nanomaterial nanoparticles ORR fuel cell
2026-06-11 07:29:17,multicomponent alloy platinum based MOR fuel cell
2026-06-11 07:29:17,multicomponent alloy graphene supported acidic oxygen reduction fuel cell
2026-06-11 07:29:19,IrRuRhPtPd fuel cell ADT
2026-06-11 07:29:19,high entropy alloy fuel cell catalyst mass activity
2026-06-11 07:29:19,IrRuRhPtPd ORR accelerated durability test fuel cell
2026-06-11 07:29:19,high entropy alloys polymer electrolyte membrane fuel cell catalyst
2026-06-11 07:29:19,medium entropy alloy PEMFC half wave potential
2026-06-11 07:29:19,Pt Pd Ru Ni Co high entropy alloy ORR fuel cell
2026-06-11 07:29:19,Pt-Ni-Co-Fe-Cu ORR ECSA fuel cell
2026-06-11 07:29:19,multimetallic alloy stability HOR fuel cell
2026-06-11 07:29:22,IrRuRhPtPd carbon supported alkaline ORR fuel cell
2026-06-11 07:29:22,Pt Fe Co Ni Mn ORR half wave potential fuel cell
2026-06-11 07:29:22,high-entropy nanoparticle nanosheet MOR fuel cell
2026-06-11 07:29:22,Rh Mo high entropy alloy ORR fuel cell
2026-06-11 07:29:22,MPEA alkaline oxygen reduction catalyst fuel cell
2026-06-11 07:29:22,high entropy electrocatalyst nanoparticle EOR fuel cell
2026-06-11 07:29:22,Pt Pd Ru Rh Ir alkaline ORR electrocatalyst fuel cell
2026-06-11 07:29:22,MPEA fuel cell electrochemically active surface area
2026-06-11 07:29:24,high entropy alloys ORR power density fuel cell
2026-06-11 07:29:24,Pt Fe Co Ni Mn acidic ORR fuel cell
2026-06-11 07:29:24,Pd Pt Ni Co Cu high entropy alloy acidic ORR fuel cell
2026-06-11 07:29:24,Ir based medium-entropy alloy ORR fuel cell
2026-06-11 07:29:24,medium entropy alloy membrane electrode assembly catalyst
2026-06-11 07:29:24,high entropy intermetallic PEMFC ADT
2026-06-11 07:29:24,Pt-Pd-Ni-Co-Fe fuel cell accelerated durability test
2026-06-11 07:29:24,high entropy intermetallic fuel cell electrocatalyst ethanol oxidation reaction
2026-06-11 07:29:26,Pd based high entropy electrocatalyst fuel cell
2026-06-11 07:29:26,Pt Ru Fe Co Ni high entropy alloy methanol oxidation reaction fuel cell
2026-06-11 07:29:26,PtPdCoNiCu high entropy alloy acidic ORR fuel cell
2026-06-11 07:29:26,high entropy electrocatalyst fuel cell durability
2026-06-11 07:29:26,high-entropy alloy fuel cell mass activity
2026-06-11 07:29:26,Pt Ru Fe Co Ni ORR fuel cell performance
2026-06-11 07:29:26,Pt Pd Ni Co Fe ORR accelerated durability test fuel cell
2026-06-11 07:29:26,medium-entropy alloy hydrogen oxidation reaction fuel cell
2026-06-11 07:29:28,PtPdNiCoFe fuel cell mass activity
2026-06-11 07:29:28,Pt based multi principal element alloy fuel cell
2026-06-11 07:29:28,high entropy intermetallic fuel cell accelerated stress test
2026-06-11 07:29:28,PtPdCoNiCu high entropy alloy oxygen reduction reaction fuel cell
2026-06-11 07:29:28,high entropy intermetallic acidic ORR catalyst fuel cell
2026-06-11 07:29:28,high entropy electrocatalyst platinum based MOR fuel cell
2026-06-11 07:29:28,IrRuRhPtPd carbon supported hydrogen oxidation reaction fuel cell
2026-06-11 07:29:28,high-entropy alloy oxygen reduction reaction catalyst fuel cell
2026-06-11 07:29:31,multicomponent alloy nanoparticle acidic oxygen reduction fuel cell
2026-06-11 07:29:31,multi-principal element alloy carbon nanotube supported alkaline oxygen reduction fuel cell
2026-06-11 07:29:31,Pt Ir Ru Rh Pd alkaline oxygen reduction electrocatalyst fuel cell
2026-06-11 07:29:31,Rh based high-entropy nanoparticle ORR fuel cell
2026-06-11 07:29:31,PtCoNiCuFe high entropy alloy ethanol oxidation reaction fuel cell
2026-06-11 07:29:31,Ru Cr high-entropy nanoparticle HOR fuel cell
2026-06-11 07:29:31,multi-principal element alloy nanosheet fuel cell
2026-06-11 07:29:31,MPEA ORR power density fuel cell
2026-06-11 10:33:58,PtPdNiCoFe fuel cell MEA performance
2026-06-11 10:33:58,multimetallic alloy ORR electrochemically active surface area fuel cell
2026-06-11 10:33:58,Pd Cu high entropy intermetallic MOR fuel cell
2026-06-11 10:33:58,PtPdCoNiCu high entropy alloy MOR fuel cell
2026-06-11 10:33:58,high-entropy alloy EOR fuel cell
2026-06-11 10:33:58,multimetallic alloy acidic oxygen reduction fuel cell
