W2976575939,Advanced functional materials
W2969454752,Effect of Al alloying on cavitation erosion behavior of TaSi2 nanocrystalline coatings
W2920002357,Amorphous Ni-Nb-Y Alloys as Hydrogen Evolution Electrocatalysts
W4387843486,Magnetron sputtered high entropy alloy/amorphous carbon nanocomposite coatings
W2921173368,"Nanostructured metallic transition metal carbides, nitrides, phosphides, and borides for energy storage and conversion"
W2331749703,Mechanism of Radiation Damage Reduction in Equiatomic Multicomponent Single Phase Alloys
W4403309128,Modulating d-d orbitals coupling in PtPdCu medium-entropy alloy aerogels to boost pH-general methanol electrooxidation performance
W4409253189,Ultrafine Pt-based high-entropy alloy nanooctahedra deliver enhanced methanol oxidation reaction activity and durability
W4414514574,Mesoporous PtPd Alloy ‐ High Entropy Oxide Heterostructures for Efficient Electrocatalytic Methanol Oxidation Reaction
W2475256989,High-Throughput Computational Screening of Perovskites for Thermochemical Water Splitting Applications
W4390570740,Disordered enthalpy–entropy descriptor for high-entropy ceramics discovery
W2147840935,Conversion of biomass platform molecules into fuel additives and liquid hydrocarbon fuels
W2151014829,"Tailoring the composition of ultrathin, ternary alloy PtRuFe nanowires for the methanol oxidation reaction and formic acid oxidation reaction"
W2060441190,Characterization of Pt-Pd/C Electrocatalyst for Methanol Oxidation in Alkaline Medium
W2118468064,Fuel Cells - Fundamentals and Applications
W4381189700,Fe/Cu diatomic catalysts for electrochemical nitrate reduction to ammonia
W2571310289,Activating lattice oxygen redox reactions in metal oxides to catalyse oxygen evolution
W4362554939,High-entropy single-atom activated carbon catalysts for sustainable oxygen electrocatalysis
W2312522982,Electrochemical oxygen reduction catalysed by Ni3(hexaiminotriphenylene)2
W2301662868,Guidelines for the Rational Design of Ni-Based Double Hydroxide Electrocatalysts for the Oxygen Evolution Reaction
W2092235578,Nitrogen-Doped Graphene and Its Iron-Based Composite As Efficient Electrocatalysts for Oxygen Reduction Reaction
W2989011156,Non-noble metal-nitride based electrocatalysts for high-performance alkaline seawater electrolysis
W2609581779,“Wiring” Fe‐N<sub><i>x</i></sub>‐Embedded Porous Carbon Framework onto 1D Nanotubes for Efficient Oxygen Reduction Reaction in Alkaline and Acidic Media
W4306166065,Layered Pd oxide on PdSn nanowires for boosting direct H2O2 synthesis
W4382068545,Recent Advances and Challenges in Thin-Film Fabrication Techniques for Low-Temperature Solid Oxide Fuel Cells
W4367043646,Exsolved materials for CO2 reduction in high-temperature electrolysis cells
W4386928776,High-entropy materials for electrochemical energy storage devices
W4319660640,"High-Entropy Alloy Catalysts toward Multi-Functionality: Synthesis, Application, and Material Discovery"
W4411077784,Boosting oxygen reduction performances in Pd-based metallenes by co-confining interstitial H and p-block single atoms
W4399853064,Exploring Recent Developments in Graphene-Based Cathode Materials for Fuel Cell Applications: A Comprehensive Overview
W2316518391,Boron- and Nitrogen-Substituted Graphene Nanoribbons as Efficient Catalysts for Oxygen Reduction Reaction
W2950787027,Atomically Dispersed Metal Catalysts for Oxygen Reduction
W3094183005,"Review of solid oxide fuel cell materials: cathode, anode, and electrolyte"
W1984396621,Influence of silver ion reduction on electrical modulus parameters of solid polymer electrolyte based on chitosan-silver triflate electrolyte membrane
W2108958217,Developments in electrode materials and electrolytes for aluminium–air batteries
W2473516520,Pt Alloy Electrocatalysts for the Oxygen Reduction Reaction: From Model Surfaces to Nanostructured Systems
W2567910172,"Catalyst, Membrane, Free Electrolyte Challenges, and Pathways to Resolutions in High Temperature Polymer Electrolyte Membrane Fuel Cells"
W2952896921,Recent advances in electrocatalysts for halogenated organic pollutant degradation
W4214809922,Advanced Materials for Thin‐Film Solid Oxide Fuel Cells: Recent Progress and Challenges in Boosting the Device Performance at Low Temperatures
W2468207422,Spontaneous incorporation of gold in palladium-based ternary nanoparticles makes durable electrocatalysts for oxygen reduction reaction
W4210666136,Surface and interface chemistry in metal‐free electrocatalysts for electrochemical CO<sub>2</sub> reduction
W4392500151,Advanced Electrode Structures for Proton Exchange Membrane Fuel Cells: Current Status and Path Forward
W3154550665,Cathode Design for Proton Exchange Membrane Fuel Cells in Automotive Applications
W4306646504,Nickel Hydroxide‐Supported Ru Single Atoms and Pd Nanoclusters for Enhanced Electrocatalytic Hydrogen Evolution and Ethanol Oxidation
W2919836306,"Electrocatalytic Activities towards the Electrochemical Oxidation of Formic Acid and Oxygen Reduction Reactions over Bimetallic, Trimetallic and Core–Shell-Structured Pd-Based Materials"
W4399158751,Carbons for fuel cell energy generation
W4220676963,Amorphizing noble metal chalcogenide catalysts at the single-layer limit towards hydrogen production
W2913337148,Transition Metal–Nitrogen–Carbon (M–N–C) Catalysts for Oxygen Reduction Reaction. Insights on Synthesis and Performance in Polymer Electrolyte Fuel Cells
W4392036869,Unveiling the nature of Pt-induced anti-deactivation of Ru for alkaline hydrogen oxidation reaction
W4401805087,Pd-Ru pair on Pt surface for promoting hydrogen oxidation and evolution in alkaline media
W4321785463,Progress and perspective of single‐atom catalysts for membrane electrode assembly of fuel cells
W2044503539,Addressing the terawatt challenge: scalability in the supply of chemical elements for renewable energy
W4411919207,Building multi-active sites in PtPdRuCuNi high-entropy alloy aerogels for pH-general electrochemical methanol oxidation reaction and direct methanol fuel cells
W4293034559,Te-mediated electro-driven oxygen evolution reaction
W3208806365,Substrate strain tunes operando geometric distortion and oxygen reduction activity of CuN2C2 single-atom sites
W4381802899,Electrochemical reduction of carbon dioxide to multicarbon (C<sub>2+</sub>) products: challenges and perspectives
W4220894596,Pseudo-adsorption and long-range redox coupling during oxygen reduction reaction on single atom electrocatalyst
W4362469439,Lamella-heterostructured nanoporous bimetallic iron-cobalt alloy/oxyhydroxide and cerium oxynitride electrodes as stable catalysts for oxygen evolution
W4391825290,Lowering the kinetic barrier via enhancing electrophilicity of surface oxygen to boost acidic oxygen evolution reaction
W4381598935,Phosphorus‐Modified Amorphous High‐Entropy CoFeNiCrMn Compound as High‐Performance Electrocatalyst for Hydrazine‐Assisted Water Electrolysis
W4366821215,Pulsed Light Synthesis of High Entropy Nanocatalysts with Enhanced Catalytic Activity and Prolonged Stability for Oxygen Evolution Reaction
W4406120170,Precisely designing asymmetrical selenium-based dual-atom sites for efficient oxygen reduction
W2921457481,Organic Ionic Plastic Crystals as Solid-State Electrolytes
W4387877581,Perspectives of High‐Performance Li–S Battery Electrolytes
W2201313735,Lattice Boltzmann methods for multiphase flow and phase-change heat transfer
W4224222060,Insights into the activity of single-atom Fe-N-C catalysts for oxygen reduction reaction
W3162259356,Spin-polarized oxygen evolution reaction under magnetic field
W2923797452,3D ink-extrusion additive manufacturing of CoCrFeNi high-entropy alloy micro-lattices
W4306782651,Strong and ductile FeNiCoAl-based high-entropy alloys for cryogenic to elevated temperature multifunctional applications
W4366603221,Synthesis of Free‐Standing Pd‐Ni‐P Metallic Glass Nanoparticles with Durable Medium‐Range Ordered Structure for Enhanced Electrocatalytic Properties
W4401993078,Theoretical approaches to study degradation in Li-ion battery cathodes: Crucial role of exchange and correlation
W4412785811,Multiphase NiCoFe-Based LDH for Electrocatalytic Sulfion Oxidation Reaction Assisting Efficient Hydrogen Production
W7128293109,Insights into DFT-guided synthesis of atomic clusters for electrocatalysis
W3169129413,Origin of Selective Production of Hydrogen Peroxide by Electrochemical Oxygen Reduction
W4386601690,Molecular Catalysts for OER/ORR in Zn–Air Batteries
W4210906847,Complex Nanomaterials in Catalysis for Chemically Significant Applications: From Synthesis and Hydrocarbon Processing to Renewable Energy Applications
W2888741751,High-performance artificial nitrogen fixation at ambient conditions using a metal-free electrocatalyst
W3081260209,Coordination engineering of iridium nanocluster bifunctional electrocatalyst for highly efficient and pH-universal overall water splitting
W2114610504,A General Method for Multimetallic Platinum Alloy Nanowires as Highly Active and Stable Oxygen Reduction Catalysts
W2739925647,In situ atomic-scale observation of oxygen-driven core-shell formation in Pt3Co nanoparticles
W2267033735,Surface faceting and elemental diffusion behaviour at atomic scale for alloy nanoparticles during in situ annealing
W2619196176,Synthesis Gas Conversion over Rh-Based Catalysts Promoted by Fe and Mn
W2895977643,Janus electrode with simultaneous management on gas and liquid transport for boosting oxygen reduction reaction
W3004663104,An overview of Cu-based heterogeneous electrocatalysts for CO<sub>2</sub>reduction
W2133208663,Multimetallic Mesoporous Spheres Through Surfactant‐Directed Synthesis
W4399658610,Urea Electrosynthesis from Nitrate and CO<sub>2</sub> on Diatomic Alloys
W2043534878,Recent progress on graphene-based hybrid electrocatalysts
W2737283327,A self-supporting bimetallic Au@Pt core-shell nanoparticle electrocatalyst for the synergistic enhancement of methanol oxidation
W2029657756,Bimetallic Au-Pt nanoparticles synthesized by radiolysis: Application in electro-catalysis
W2991219299,Synthesis of Au@Pt Core—Shell Nanoparticles as Efficient Electrocatalyst for Methanol Electro-Oxidation
W2294240286,A mixed-solvent route to unique PtAuCu ternary nanotubes templated from Cu nanowires as efficient dual electrocatalysts
W2415559054,A simple preparation of very high methanol tolerant cathode electrocatalyst for direct methanol fuel cell based on polymer-coated carbon nanotube/platinum
W4386212496,Activating dynamic atomic-configuration for single-site electrocatalyst in electrochemical CO2 reduction
W2794647576,Synthesis of Pt–Pd Bimetallic Porous Nanostructures as Electrocatalysts for the Methanol Oxidation Reaction
W1994599943,High Performance Electrocatalysts Based on Pt Nanoarchitecture for Fuel Cell Applications
W4283384062,"Oxidative Self-Assembly of Au/Ag/Pt Alloy Nanoparticles into High-Surface Area, Mesoporous, and Conductive Aerogels for Methanol Electro-oxidation"
W3012152920,"Surface Modification for Promoting Durable, Efficient, and Selective Electrocatalysts"
W4300773798,Ab Initio to Activity: Machine Learning-Assisted Optimization of High-Entropy Alloy Catalytic Activity
W2522414523,Towards a comprehensive understanding of FeCo coated with N-doped carbon as a stable bi-functional catalyst in acidic media
W3027818642,Oxygen vacancies in metal oxides: recent progress towards advanced catalyst design
W4410956769,Sustainable Anodes for Direct Methanol Fuel Cells: Advancing Beyond Platinum Scarcity with Low-Pt Alloys and Non-Pt Systems
W4309739987,MnCo2O4/NiCo2O4/rGO as a Catalyst Based on Binary Transition Metal Oxide for the Methanol Oxidation Reaction
W2886494505,"Single-Doped and Multidoped Transition-Metal (Mn, Fe, Co, and Ni) ZnO and Their Electrocatalytic Activities for Oxygen Reduction Reaction"
W3081765500,Behavior of gold-enhanced electrocatalytic performance of NiPtAu hollow nanocrystals for alkaline methanol oxidation
W4403486110,Construction and Sampling of Alloy Cluster Expansions—A Tutorial
W4320923724,Recent advances in nonmetallic modulation of palladium-based electrocatalysts
W4281661008,Quo vadis multiscale modeling in reaction engineering? – A perspective
W3172288681,Gold-based nanoalloys: synthetic methods and catalytic applications
W4321763661,Surfactant-Free Colloidal Syntheses of Gold-Based Nanomaterials in Alkaline Water and Mono-alcohol Mixtures
W4394869918,Research progress of amorphous catalysts in the field of electrocatalysis
W4389264619,Membrane-Based Technologies for Post-Combustion CO2 Capture from Flue Gases: Recent Progress in Commonly Employed Membrane Materials
W4285592948,Synergistic Efficiency of Zinc Oxide/Montmorillonite Nanocomposites and a New Derived Saponin in Liquid/Liquid/Solid Interface-Included Systems: Application in Nanotechnology-Assisted Enhanced Oil Recovery
W2417385119,Ultrathin Laminar Ir Superstructure as Highly Efficient Oxygen Evolution Electrocatalyst in Broad pH Range
W2079259289,Rapid evaluation of the electrooxidation of fuel compounds with a multiple-electrode setup for direct polymer electrolyte fuel cells
W3217749416,"Single-atom catalysis for zinc-air/O2 batteries, water electrolyzers and fuel cells applications"
W1965392482,Improved Non-Pt Alloys for the Oxygen Reduction Reaction at Fuel Cell Cathodes Predicted from Quantum Mechanics
W2345770371,A highly active hydrogen evolution electrocatalyst based on a cobalt–nickel sulfide composite electrode
W3098150116,Sputter deposition of highly active complex solid solution electrocatalysts into an ionic liquid library: effect of structure and composition on oxygen reduction activity
W2981298376,"Three-dimensional PdCuM (M = Ru, Rh, Ir) Trimetallic Alloy Nanosheets for Enhancing Methanol Oxidation Electrocatalysis"
W2087207013,An efficient molybdenum disulfide/cobalt diselenide hybrid catalyst for electrochemical hydrogen generation
W2968917598,CO2 electrochemical catalytic reduction with a highly active cobalt phthalocyanine
W3005830493,Electrolysis of low-grade and saline surface water
W2260202063,Core-shell Au@Pd nanoparticles with enhanced catalytic activity for oxygen reduction reaction via core-shell Au@Ag/Pd constructions
W2323065125,"Transition Metal Nitride Coated with Atomic Layers of Pt as a Low-Cost, Highly Stable Electrocatalyst for the Oxygen Reduction Reaction"
W3008973831,Enhancing ORR Performance of Bimetallic PdAg Electrocatalysts by Designing Interactions between Pd and Ag
W2297431660,Nickel supported on nitrogen-doped carbon nanotubes as hydrogen oxidation reaction catalyst in alkaline electrolyte
W3021933025,Facile preparation of self-assembled MXene@Au@CdS nanocomposite with enhanced photocatalytic hydrogen production activity
W1777303491,Single-crystalline dendritic bimetallic and multimetallic nanocubes
W3005104573,"Defect-Rich, Candied Haws-Shaped AuPtNi Alloy Nanostructures for Highly Efficient Electrocatalysis"
W4294237863,Ultrafine nanoporous intermetallic catalysts by high-temperature liquid metal dealloying for electrochemical hydrogen production
W4362506256,Doping Shortens the Metal/Metal Distance and Promotes OH Coverage in Non-Noble Acidic Oxygen Evolution Reaction Catalysts
W4213192013,Nanomaterials by severe plastic deformation: review of historical developments and recent advances
W4317622540,Corrosion-Resistant Coating Based on High-Entropy Alloys
W4309551930,"High-entropy alloy catalysts: Fundamental aspects, promises towards electrochemical NH3 production, and lessons to learn from deep neural networks"
W4401702077,Exploring Intermetallic Compounds: Properties and Applications in Catalysis
W2336560387,Electrocatalysts for hydrogen oxidation and evolution reactions
W2892477314,Hydrogen Oxidation on Ni-Based Electrocatalysts: The Effect of Metal Doping
W4309195691,Recent progress in heteroatom doped carbon based electrocatalysts for oxygen reduction reaction in anion exchange membrane fuel cells
W2472116687,Ruthenium-Alloy Electrocatalysts with Tunable Hydrogen Oxidation Kinetics in Alkaline Electrolyte
W4388523178,High-performance ionomerless cathode anion-exchange membrane fuel cells with ultra-low-loading Ag–Pd alloy electrocatalysts
W2162191494,Bulk-Palladium and Palladium-on-Gold Electrocatalysts for the Oxidation of Hydrogen in Alkaline Electrolyte
W2572963583,Highly Active and Stable Pt–Pd Alloy Catalysts Synthesized by Room‐Temperature Electron Reduction for Oxygen Reduction Reaction
W4362703507,Epitaxial growth of Pt–Pd bimetallic heterostructures for the oxygen reduction reaction
W2131797226,The atomistic origin of the extraordinary oxygen reduction activity of Pt<sub>3</sub>Ni<sub>7</sub>fuel cell catalysts
W4206379970,Global hydrogen development - A technological and geopolitical overview
W2128742521,Semiconducting Metal Oxide Based Sensors for Selective Gas Pollutant Detection
W2937354819,Towards Oxide Electronics: a Roadmap
W4315884099,Energy Storage with Highly-Efficient Electrolysis and Fuel Cells: Experimental Evaluation of Bifunctional Catalyst Structures
W4379164901,Halide perovskite photovoltaic-electrocatalysis for solar fuel generation
W4389406025,Emerging strategies and developments in oxygen reduction reaction using high-performance platinum-based electrocatalysts
W4389338803,Tuning the thermal activation atmosphere breaks the activity–stability trade-off of Fe–N–C oxygen reduction fuel cell catalysts
W4362506977,Interfacial assembly of binary atomic metal-Nx sites for high-performance energy devices
W2126248654,Ternary Pt-Ru-Ni catalytic layers for methanol electrooxidation prepared by electrodeposition and galvanic replacement
W4311011927,Towards Sustainable Fuel Cells and Batteries with an AI Perspective
W4283829455,Novel Trends in Proton Exchange Membrane Fuel Cells
W3140557444,Correlation between the surface characteristics of carbon supports and their electrochemical stability and performance in fuel cell cathodes
W4413819938,Aligned d-orbital energy level of dual-atom sites catalysts for oxygen reduction reaction in anion exchange membrane fuel cells
W591359222,Searching for suitable catalysts for a passive direct methanol fuel cell cathode
W2740861579,Advances in material and friction data for modelling of metal machining
W7116046724,"Hydrogen Fuel Cell Technologies for Decarbonization: Opportunities, Challenges, and Strategic Pathways—A Comprehensive Review"
W4311491590,High-performance high-entropy quinary-alloys as anode catalysts for direct ethylene glycol fuel cells
W4313826398,"High-Entropy Alloys FeCoNiCuX (X = Al, Mo)-Ce<sub>0.8</sub>Sm<sub>0.2</sub>O<sub>2</sub> as High-Performance Solid Oxide Fuel Cell Anodes"
W4317935301,A novel BN/TiO2/HNT nanocomposite for photocatalytic applications fabricated by electrospinning
W4412197426,Corrosion Behavior of MgTiZn and Mg4TiZn Alloys After Ball Milling and Subsequent Spark Plasma Sintering
W4410640137,Technology–Economy–Policy: Biochar in the Low-Carbon Energy Transition—A Review
W4404022345,Effective BPA degradation in water: the integration of bimetallic UiO-66 Ce–Zr
W7133511321,Photocatalytic MOF Membranes for Advanced Seawater Purification: From Material Design to Sustainable Water Treatment
W3127922505,Mechanochemical synthesis of novel rutile-type high entropy fluorides for electrocatalysis
W4389505961,Predicting the Stability of Single-Atom Catalysts in Electrochemical Reactions
W2903628184,Updating Pt-Based Electrocatalysts for Practical Fuel Cells
W4372335604,The importance of a charge transfer descriptor for screening potential CO2 reduction electrocatalysts
W4365393375,Designing electrocatalysts for seawater splitting: surface/interface engineering toward enhanced electrocatalytic performance
W3208687975,Recent advances and applications of deep learning methods in materials science
W3097720687,Application of AFM-Based Techniques in Studies of Corrosion and Corrosion Inhibition of Metallic Alloys
W2793782438,Monitoring dynamic electrochemical processes with in situ ptychography
W4391188991,Advances in coinage metal nanoclusters: From synthesis strategies to electrocatalytic performance
W3174840187,Electrochemical synthesis of urea on MBenes
W4386046332,Au/Pt Bimetallic Nanowires with Stepped Pt Sites for Enhanced C–C Cleavage in C2+ Alcohol Electro-oxidation Reactions
W4392885213,Local coordination and electronic interactions of Pd/MXene via dual‐atom codoping with superior durability for efficient electrocatalytic ethanol oxidation
W3128156604,Effect of Pd on the Electrocatalytic Activity of Pt towards Oxidation of Ethanol in Alkaline Solutions
W2766583107,Niobium: a promising Pd co-electrocatalyst for ethanol electrooxidation reactions
W4213430119,"Pt-Mo/C, Pt-Fe/C and Pt-Mo-Sn/C Nanocatalysts Derived from Cluster Compounds for Proton Exchange Membrane Fuel Cells"
W3128352764,Development of palladium catalysts modified by ruthenium and molybdenum as anode in direct ethanol fuel cell
W2941287421,Highly active Pt3Rh/C nanoparticles towards ethanol electrooxidation. Influence of the catalyst structure
W4416128286,"Microalgae-bacteria synergy in photosynthetic bio-electrochemical systems supports nitrogen transformation, microbial dynamics and greenhouse gas mitigation"
W2053161544,How eco-evolutionary principles can guide tree breeding and tree biotechnology for enhanced productivity
W4320033952,Interpretable design of Ir-free trimetallic electrocatalysts for ammonia oxidation with graph neural networks
W2990656309,Glycerol Electro-Oxidation in Alkaline Media and Alkaline Direct Glycerol Fuel Cells
W3009922733,Ternary PtIrNi Catalysts for Efficient Electrochemical Ammonia Oxidation
W2787061051,Ir-Pd nanoalloys with enhanced surface-microstructure-sensitive catalytic activity for oxygen evolution reaction in acidic and alkaline media
W4386279040,Abundant Exterior/Interior Active Sites Enable Three-Dimensional PdPtBiTe Dumbbells C–C Cleavage Electrocatalysts for Actual Alcohol Fuel Cells
W4312083966,Pt-Bi on carbon aerogels as efficient electrocatalysts for ethanol oxidation reaction in alkaline medium
W2963637639,Shaping well-defined noble-metal-based nanostructures for fabricating high-performance electrocatalysts: advances and perspectives
W2969403571,Bimetallic Pd<sub>96</sub>Fe<sub>4</sub> nanodendrites embedded in graphitic carbon nanosheets as highly efficient anode electrocatalysts
W2043179601,Methanol and ethanol oxidation on carbon supported nanostructured Cu core Pt–Pd shell electrocatalysts synthesized via redox displacement
W1999381702,Platinum-modified covalent triazine frameworks hybridized with carbon nanoparticles as methanol-tolerant oxygen reduction electrocatalysts
W2997981563,Reduced graphene oxide today
W2563143715,Electrolytes for electrochemical energy storage
W3047275156,Scalable neutral H2O2 electrosynthesis by platinum diphosphide nanocrystals by regulating oxygen reduction reaction pathways
W4318831266,Monometallic interphasic synergy via nano-hetero-interfacing for hydrogen evolution in alkaline electrolytes
W4390347341,"Hydrogen-Based Energy Systems: Current Technology Development Status, Opportunities and Challenges"
W4389586439,"Advances in inorganic, polymer and composite electrolytes: Mechanisms of Lithium-ion transport and pathways to enhanced performance"
W4211012077,Addressing scale-up challenges and enhancement in performance of hydrogen-producing microbial electrolysis cell through electrode modifications
W4383213010,Efficient acidic hydrogen evolution in proton exchange membrane electrolyzers over a sulfur-doped marcasite-type electrocatalyst
W3211631790,Selective cobalt and nickel electrodeposition for lithium-ion battery recycling through integrated electrolyte and interface control
W3176256840,Solvent-free microwave synthesis of ultra-small Ru-Mo2C@CNT with strong metal-support interaction for industrial hydrogen evolution
W2023000714,<i>Operando</i> Synthesis of Macroporous Molybdenum Diselenide Films for Electrocatalysis of the Hydrogen-Evolution Reaction
W3165127719,Recent advances in electrocatalytic chloride oxidation for chlorine gas production
W2807208817,Recent progress in nanocomposites based on conducting polymer: application as electrochemical sensors
W3175322153,Orbital coupling of hetero-diatomic nickel-iron site for bifunctional electrocatalysis of CO2 reduction and oxygen evolution
W1991253327,Carbon paste electrodes in the new millennium
W3044450855,Energy Storage in Supercapacitors: Focus on Tannin-Derived Carbon Electrodes
W2269205608,Two-Dimensional π-Conjugated Metal Bis(dithiolene) Complex Nanosheets as Selective Catalysts for Oxygen Reduction Reaction
W4393850997,Transition metal clusters with precise numbers of atoms anchored on graphdiyne as multifunctional electrocatalysts for OER/ORR/HER: a computational study
W2747755925,3D Analysis of Fuel Cell Electrocatalyst Degradation on Alternate Carbon Supports
W4403533158,Highly stable and active catalyst in fuel cells through surface atomic ordering
W2735056484,High surface area Pd nanocatalyst on core-shell tungsten based support as a beneficial catalyst for low temperature fuel cells application
W2008107298,Carbon-Supported PtRuMo Electrocatalysts for Direct Alcohol Fuel Cells
W2556889086,Trends in electrode development for next generation solid oxide fuel cells
W3002445046,Platinum and Platinum Group Metal-Free Catalysts for Anion Exchange Membrane Fuel Cells
W3181639536,Tuning of Pt–Co nanoparticle motifs for enhancing the HOR performance in alkaline media
W3031577718,"Utilizing ink composition to tune bulk-electrode gas transport, performance, and operational robustness for a Fe–N–C catalyst in polymer electrolyte fuel cell"
W4403164929,Machine Learning‐Aided Discovery of Low‐Pt High Entropy Intermetallic Compounds for Electrochemical Oxygen Reduction Reaction
W4399247819,Entropy‐Driven Ostwald Ripening Reversal Promotes the Formation of Low‐Platinum Intermetallic Fuel Cell Catalysts
W4396514853,A High‐Entropy Single‐Atom Catalyst Toward Oxygen Reduction Reaction in Acidic and Alkaline Conditions
W2062489183,Investigation of Ternary Catalysts for Methanol Electrooxidation
W2338584301,Developments in fuel cell technologies in the transport sector
W2201513017,"Fe-Porphyrin-Based Metal–Organic Framework Films as High-Surface Concentration, Heterogeneous Catalysts for Electrochemical Reduction of CO<sub>2</sub>"
W2783560437,Design of non-equiatomic medium-entropy alloys
W3194657185,Review of Recent Research on AlCoCrFeNi High-Entropy Alloy
W2981935196,Design and fabrication of Ti–Zr-Hf-Cr-Mo and Ti–Zr-Hf-Co-Cr-Mo high-entropy alloys as metallic biomaterials
W2910324436,Multimetallic Electrocatalyst Stabilized by Atomic Ordering
W4283767597,High Entropy Alloys: The Materials of Future
W4407040841,Alloy Catalysts for Electrochemical Nitrate Reduction to Ammonia
W2409322059,Creating single-atom Pt-ceria catalysts by surface step decoration
W1971103102,"Large scale photochemical synthesis of M@TiO2 nanocomposites (M = Ag, Pd, Au, Pt) and their optical properties, CO oxidation performance, and antibacterial effect"
W2897084257,Breaking the scaling relationship via thermally stable Pt/Cu single atom alloys for catalytic dehydrogenation
W2324048221,Pd/ZnO catalysts for direct CO2 hydrogenation to methanol
W2895424644,Comprehensive review of antimicrobial activities of plant flavonoids
W2343363309,Gold-supported cerium-doped NiOx catalysts for water oxidation
W4405193957,Thermodynamic Analysis of Size-Dependent Surface Energy in Pd Nanoparticles for Enhanced Alkaline Ethanol Electro-Oxidation
W4404303257,A Nitrogen- and Carbon-Present Tin Dioxide-Supported Palladium Composite Catalyst (Pd/N-C-SnO2)
W7143423500,Sustainable carbon xerogel as a support for Pd-based electrocatalysts in ethanol oxidation
W7126073636,Enhanced Poison Resistance in Ethanol Electro‐Oxidation via Polymer‐Assisted Roughness Modification of Pt Electrodes
W2155068562,Recent Progress in Metal Borohydrides for Hydrogen Storage
W4411354624,Multicomponent Ru-Based Alloys with a Face-Centered Cubic Structure Achieve High Activity and CO Tolerance for Hydrogen Oxidation Electrocatalysis
W4381251983,Reactive Transport Processes in Proton Exchange Membrane Fuel Cells
W4395055378,Machine learning enabled exploration of multicomponent metal oxides for catalyzing oxygen reduction in alkaline media
W4379619277,"Proton-conducting solid oxide electrolysis cells: Relationship of composition-structure-property, their challenges, and prospects"
W4415569634,Expediting Kinetics and CO-Resistant of Alkaline Hydrogen Oxidation Reaction on Medium-Entropy Alloys through Engineering Oxophilicity
W1994825062,Radiolytic Preparation of Electrocatalysts with Pt‐Co and Pt‐Sn Nanoparticles for a Proton Exchange Membrane Fuel Cell
W3011684835,Visible-light photocatalysts: Prospects and challenges
W4293372983,Core‐shell nanocatalysts with reduced platinum content toward more cost‐effective proton exchange membrane fuel cells
W2002037517,The Electrophoretic Deposition of Inorganic Nanoscaled Materials-A Review-
W4399207701,Towards Reliable Prediction of Performance for Polymer Electrolyte Membrane Fuel Cells via Machine Learning-Integrated Hybrid Numerical Simulations
W3164769055,High‐Entropy Spinel Oxide Nanofibers as Catalytic Sulfur Hosts Promise the High Gravimetric and Volumetric Capacities for Lithium–Sulfur Batteries
W1977929746,Advanced zinc-air batteries based on high-performance hybrid electrocatalysts
W4306888855,Non-iridium-based electrocatalyst for durable acidic oxygen evolution reaction in proton exchange membrane water electrolysis
W2902099111,Multi-site electrocatalysts for hydrogen evolution in neutral media by destabilization of water molecules
W2984665280,Amorphous Fe–Ni–P–B–O Nanocages as Efficient Electrocatalysts for Oxygen Evolution Reaction
W7155399931,Current status and prospects of fuel cell electric vehicle industrialization in China
W4414617609,"Engineering of high entropy alloys for high-performance Zn–air batteries: Design, progress, and perspectives"
W3197959876,Mn-Ni-Co-O Spinel Oxides towards Oxygen Reduction Reaction in Alkaline Medium: Mn0.5Ni0.5Co2O4/C Synergism and Cooperation
W4307445495,Water electrolysis
W1999373376,Nickel-cobalt bimetallic anode catalysts for direct urea fuel cell
W2767085124,New understandings of ethanol oxidation reaction mechanism on Pd/C and Pd2Ru/C catalysts in alkaline direct ethanol fuel cells
W2906714714,"Efficient Bifunctional Polyalcohol Oxidation and Oxygen Reduction Electrocatalysts Enabled by Ultrathin PtPdM (M = Ni, Fe, Co) Nanosheets"
W2797661344,NiSn bimetallic nanoparticles as stable electrocatalysts for methanol oxidation reaction
W3033926827,Nanocasting SiO2 into metal–organic frameworks imparts dual protection to high-loading Fe single-atom electrocatalysts
W2989649154,Nickel-molybdenum nitride nanoplate electrocatalysts for concurrent electrolytic hydrogen and formate productions
W2591654700,Highly selective and active CO2 reduction electrocatalysts based on cobalt phthalocyanine/carbon nanotube hybrid structures
W3022673214,Metal-free heteroatom-doped carbon-based catalysts for ORR: A critical assessment about the role of heteroatoms
W1953114679,Porous Carbon Supports: Recent Advances with Various Morphologies and Compositions
W4310072095,Recent progress in the development of efficient biomass-based ORR electrocatalysts
W2754261674,Alkaline anion exchange membrane fuel cells for cogeneration of electricity and valuable chemicals
W2095646031,"Electrocatalysis and electrocatalysts for low temperature fuel cells: fundamentals, state of the art, research and development"
W4400420634,Orbital electron delocalization of axial-coordinated modified FeN<sub>4</sub> and structurally ordered PtFe intermetallic synergistically for efficient oxygen reduction reaction catalysis
W7128490403,Harnessing Controlled Dealloying–Support Coupling for Ultrastable PtNi Catalysts in PEMFC Applications
W7128789410,C14-Laves phase high entropy alloys for hydrogen storage: a review
W4390576951,An overview of application-oriented multifunctional large-scale stationary battery and hydrogen hybrid energy storage system
W4405314867,Advances in Palladium-Based Membrane Research: High-Throughput Techniques and Machine Learning Perspectives
